data.name,folds,seed,algo,bad.groups,RSS,RMSE,mean.sd,zeros
PetAdoption,4,6,random,0,168160.25,91.6952152513968,90.5357566038011,0
PetAdoption,4,6,RSS,0,4.25,0.460977222864644,0.53094010767585,0
PetAdoption,4,6,Wasikowski,0,6.25,0.559016994374948,0.622425529227118,0
PetAdoption,4,6,origami,0,,,,
PetAdoption,4,7,random,0,238436.25,109.187052803892,100.768164194869,0
PetAdoption,4,7,RSS,0,4.25,0.460977222864644,0.53094010767585,0
PetAdoption,4,7,Wasikowski,0,6.25,0.559016994374948,0.622425529227118,0
PetAdoption,4,7,origami,0,,,,
PetAdoption,4,8,random,0,64578.25,56.8235206582626,56.4375999087799,0
PetAdoption,4,8,RSS,0,4.25,0.460977222864644,0.53094010767585,0
