algo,seed,Sort,RSS,mean.sd
RSS,27,RSS,3.2,0.308531742102058
RSS,28,neg.SD,3.2,0.308531742102058
RSS,28,RSS,3.2,0.308531742102058
RSS,29,neg.SD,3.2,0.308531742102058
RSS,29,RSS,3.2,0.308531742102058
RSS,30,neg.SD,3.2,0.308531742102058
RSS,30,RSS,3.2,0.308531742102058
RSS,31,neg.SD,3.2,0.308531742102058
RSS,31,RSS,3.2,0.308531742102058
RSS,32,neg.SD,3.2,0.308531742102058
RSS,32,RSS,3.2,0.308531742102058
RSS,33,neg.SD,3.2,0.308531742102058
RSS,33,RSS,3.2,0.308531742102058
RSS,34,neg.SD,3.2,0.308531742102058
RSS,34,RSS,3.2,0.308531742102058
RSS,35,neg.SD,3.2,0.308531742102058
RSS,35,RSS,3.2,0.308531742102058
RSS,36,neg.SD,3.2,0.308531742102058
RSS,36,RSS,3.2,0.308531742102058
RSS,37,neg.SD,3.2,0.308531742102058
RSS,37,RSS,3.2,0.308531742102058
RSS,38,neg.SD,3.2,0.308531742102058
RSS,38,RSS,3.2,0.308531742102058
RSS,39,neg.SD,3.2,0.308531742102058
RSS,39,RSS,3.2,0.308531742102058
RSS,40,neg.SD,3.2,0.308531742102058
RSS,40,RSS,3.2,0.308531742102058
RSS,41,neg.SD,3.2,0.308531742102058
RSS,41,RSS,3.2,0.308531742102058
RSS,42,neg.SD,3.2,0.308531742102058
RSS,42,RSS,3.2,0.308531742102058
RSS,43,neg.SD,3.2,0.308531742102058
RSS,43,RSS,3.2,0.308531742102058
RSS,44,neg.SD,3.2,0.308531742102058
RSS,44,RSS,3.2,0.308531742102058
RSS,45,neg.SD,3.2,0.308531742102058
RSS,45,RSS,3.2,0.308531742102058
RSS,46,neg.SD,3.2,0.308531742102058
RSS,46,RSS,3.2,0.308531742102058
RSS,47,neg.SD,3.2,0.308531742102058
RSS,47,RSS,3.2,0.308531742102058
RSS,48,neg.SD,3.2,0.308531742102058
RSS,48,RSS,3.2,0.308531742102058
RSS,49,neg.SD,3.2,0.308531742102058
RSS,49,RSS,3.2,0.308531742102058
RSS,50,neg.SD,3.2,0.308531742102058
RSS,50,RSS,3.2,0.308531742102058
RSS,51,neg.SD,3.2,0.308531742102058
RSS,51,RSS,3.2,0.308531742102058
RSS,52,neg.SD,3.2,0.308531742102058
RSS,52,RSS,3.2,0.308531742102058
RSS,53,neg.SD,3.2,0.308531742102058
RSS,53,RSS,3.2,0.308531742102058
RSS,54,neg.SD,3.2,0.308531742102058
RSS,54,RSS,3.2,0.308531742102058
RSS,55,neg.SD,5.2,0.449953098339368
RSS,55,RSS,3.2,0.308531742102058
RSS,56,neg.SD,3.2,0.308531742102058
RSS,56,RSS,3.2,0.308531742102058
RSS,57,neg.SD,3.2,0.308531742102058
RSS,57,RSS,3.2,0.308531742102058
RSS,58,neg.SD,3.2,0.308531742102058
RSS,58,RSS,3.2,0.308531742102058
RSS,59,neg.SD,3.2,0.308531742102058
RSS,59,RSS,3.2,0.308531742102058
RSS,60,neg.SD,7.2,0.527842384546191
RSS,60,RSS,3.2,0.308531742102058
RSS,61,neg.SD,3.2,0.308531742102058
RSS,61,RSS,3.2,0.308531742102058
RSS,62,neg.SD,3.2,0.308531742102058
RSS,62,RSS,3.2,0.308531742102058
RSS,63,neg.SD,3.2,0.308531742102058
RSS,63,RSS,3.2,0.308531742102058
RSS,64,neg.SD,3.2,0.308531742102058
RSS,64,RSS,3.2,0.308531742102058
RSS,65,neg.SD,5.2,0.449953098339368
RSS,65,RSS,3.2,0.308531742102058
RSS,66,neg.SD,3.2,0.308531742102058
RSS,66,RSS,3.2,0.308531742102058
RSS,67,neg.SD,3.2,0.308531742102058
RSS,67,RSS,3.2,0.308531742102058
RSS,68,neg.SD,3.2,0.308531742102058
RSS,68,RSS,3.2,0.308531742102058
RSS,69,neg.SD,3.2,0.308531742102058
RSS,69,RSS,3.2,0.308531742102058
RSS,70,neg.SD,3.2,0.308531742102058
RSS,70,RSS,3.2,0.308531742102058
RSS,71,neg.SD,3.2,0.308531742102058
RSS,71,RSS,3.2,0.308531742102058
RSS,72,neg.SD,3.2,0.308531742102058
RSS,72,RSS,3.2,0.308531742102058
RSS,73,neg.SD,3.2,0.308531742102058
RSS,73,RSS,3.2,0.308531742102058
RSS,74,neg.SD,3.2,0.308531742102058
RSS,74,RSS,3.2,0.308531742102058
RSS,75,neg.SD,5.2,0.449953098339368
RSS,75,RSS,3.2,0.308531742102058
RSS,76,neg.SD,3.2,0.308531742102058
RSS,76,RSS,3.2,0.308531742102058
RSS,77,neg.SD,3.2,0.308531742102058
RSS,77,RSS,3.2,0.308531742102058
RSS,78,neg.SD,3.2,0.308531742102058
RSS,78,RSS,3.2,0.308531742102058
RSS,79,neg.SD,3.2,0.308531742102058
RSS,79,RSS,3.2,0.308531742102058
RSS,80,neg.SD,3.2,0.308531742102058
RSS,80,RSS,3.2,0.308531742102058
RSS,81,neg.SD,3.2,0.308531742102058
RSS,81,RSS,3.2,0.308531742102058
RSS,82,neg.SD,3.2,0.308531742102058
RSS,82,RSS,3.2,0.308531742102058
RSS,83,neg.SD,3.2,0.308531742102058
RSS,83,RSS,3.2,0.308531742102058
RSS,84,neg.SD,3.2,0.308531742102058
RSS,84,RSS,3.2,0.308531742102058
RSS,85,neg.SD,5.2,0.449953098339368
RSS,85,RSS,3.2,0.308531742102058
RSS,86,neg.SD,3.2,0.308531742102058
RSS,86,RSS,3.2,0.308531742102058
RSS,87,neg.SD,3.2,0.308531742102058
RSS,87,RSS,3.2,0.308531742102058
RSS,88,neg.SD,3.2,0.308531742102058
RSS,88,RSS,3.2,0.308531742102058
RSS,89,neg.SD,3.2,0.308531742102058
RSS,89,RSS,3.2,0.308531742102058
RSS,90,neg.SD,3.2,0.308531742102058
RSS,90,RSS,3.2,0.308531742102058
RSS,91,neg.SD,5.2,0.449953098339368
RSS,91,RSS,3.2,0.308531742102058
RSS,92,neg.SD,3.2,0.308531742102058
RSS,92,RSS,3.2,0.308531742102058
RSS,93,neg.SD,3.2,0.308531742102058
RSS,93,RSS,3.2,0.308531742102058
RSS,94,neg.SD,3.2,0.308531742102058
RSS,94,RSS,3.2,0.308531742102058
RSS,95,neg.SD,3.2,0.308531742102058
RSS,95,RSS,3.2,0.308531742102058
RSS,96,neg.SD,3.2,0.308531742102058
RSS,96,RSS,3.2,0.308531742102058
RSS,97,neg.SD,3.2,0.308531742102058
RSS,97,RSS,3.2,0.308531742102058
RSS,98,neg.SD,5.2,0.449953098339368
RSS,98,RSS,3.2,0.308531742102058
RSS,99,neg.SD,3.2,0.308531742102058
RSS,99,RSS,3.2,0.308531742102058
RSS,100,neg.SD,3.2,0.308531742102058
RSS,100,RSS,3.2,0.308531742102058
Wasikowski,1,neg.SD,3.2,0.308531742102058
Wasikowski,1,RSS,13.2,0.643723604600396
Wasikowski,2,neg.SD,3.2,0.308531742102058
Wasikowski,2,RSS,13.2,0.643723604600396
Wasikowski,3,neg.SD,5.2,0.386421028308882
Wasikowski,3,RSS,13.2,0.643723604600396
Wasikowski,4,neg.SD,5.2,0.377872668801008
Wasikowski,4,RSS,13.2,0.643723604600396
Wasikowski,5,neg.SD,5.2,0.377872668801008
Wasikowski,5,RSS,13.2,0.643723604600396
Wasikowski,6,neg.SD,5.2,0.449953098339368
Wasikowski,6,RSS,13.2,0.643723604600396
Wasikowski,7,neg.SD,3.2,0.308531742102058
Wasikowski,7,RSS,13.2,0.643723604600396
Wasikowski,8,neg.SD,3.2,0.308531742102058
Wasikowski,8,RSS,13.2,0.643723604600396
Wasikowski,9,neg.SD,3.2,0.308531742102058
Wasikowski,9,RSS,13.2,0.643723604600396
Wasikowski,10,neg.SD,9.2,0.568443671858162
Wasikowski,10,RSS,13.2,0.643723604600396
Wasikowski,11,neg.SD,3.2,0.308531742102058
Wasikowski,11,RSS,13.2,0.643723604600396
Wasikowski,12,neg.SD,5.2,0.449953098339368
Wasikowski,12,RSS,13.2,0.643723604600396
Wasikowski,13,neg.SD,5.2,0.449953098339368
Wasikowski,13,RSS,13.2,0.643723604600396
Wasikowski,14,neg.SD,5.2,0.449953098339368
Wasikowski,14,RSS,13.2,0.643723604600396
Wasikowski,15,neg.SD,3.2,0.308531742102058
Wasikowski,15,RSS,13.2,0.643723604600396
Wasikowski,16,neg.SD,3.2,0.308531742102058
Wasikowski,16,RSS,13.2,0.643723604600396
Wasikowski,17,neg.SD,5.2,0.386421028308882
Wasikowski,17,RSS,13.2,0.643723604600396
Wasikowski,18,neg.SD,5.2,0.386421028308882
Wasikowski,18,RSS,13.2,0.643723604600396
Wasikowski,19,neg.SD,3.2,0.308531742102058
Wasikowski,19,RSS,13.2,0.643723604600396
Wasikowski,20,neg.SD,5.2,0.449953098339368
Wasikowski,20,RSS,13.2,0.643723604600396
Wasikowski,21,neg.SD,5.2,0.449953098339368
Wasikowski,21,RSS,13.2,0.643723604600396
Wasikowski,22,neg.SD,3.2,0.308531742102058
Wasikowski,22,RSS,13.2,0.643723604600396
Wasikowski,23,neg.SD,7.2,0.519294025038318
Wasikowski,23,RSS,13.2,0.643723604600396
Wasikowski,24,neg.SD,5.2,0.449953098339368
Wasikowski,24,RSS,13.2,0.643723604600396
Wasikowski,25,neg.SD,3.2,0.308531742102058
Wasikowski,25,RSS,13.2,0.643723604600396
Wasikowski,26,neg.SD,3.2,0.308531742102058
Wasikowski,26,RSS,13.2,0.643723604600396
Wasikowski,27,neg.SD,7.2,0.508531742102058
Wasikowski,27,RSS,13.2,0.643723604600396
Wasikowski,28,neg.SD,5.2,0.386421028308882
Wasikowski,28,RSS,13.2,0.643723604600396
Wasikowski,29,neg.SD,3.2,0.308531742102058
Wasikowski,29,RSS,13.2,0.643723604600396
Wasikowski,30,neg.SD,5.2,0.449953098339368
Wasikowski,30,RSS,13.2,0.643723604600396
Wasikowski,31,neg.SD,9.2,0.479857119210172
Wasikowski,31,RSS,13.2,0.643723604600396
Wasikowski,32,neg.SD,5.2,0.449953098339368
Wasikowski,32,RSS,13.2,0.643723604600396
Wasikowski,33,neg.SD,3.2,0.308531742102058
Wasikowski,33,RSS,13.2,0.643723604600396
Wasikowski,34,neg.SD,5.2,0.449953098339368
Wasikowski,34,RSS,13.2,0.643723604600396
Wasikowski,35,neg.SD,5.2,0.449953098339368
Wasikowski,35,RSS,13.2,0.643723604600396
Wasikowski,36,neg.SD,5.2,0.449953098339368
Wasikowski,36,RSS,13.2,0.643723604600396
Wasikowski,37,neg.SD,5.2,0.449953098339368
Wasikowski,37,RSS,13.2,0.643723604600396
Wasikowski,38,neg.SD,5.2,0.449953098339368
Wasikowski,38,RSS,13.2,0.643723604600396
Wasikowski,39,neg.SD,7.2,0.591374454576677
Wasikowski,39,RSS,13.2,0.643723604600396
Wasikowski,40,neg.SD,3.2,0.308531742102058
Wasikowski,40,RSS,13.2,0.643723604600396
Wasikowski,41,neg.SD,5.2,0.449953098339368
Wasikowski,41,RSS,13.2,0.643723604600396
Wasikowski,42,neg.SD,5.2,0.449953098339368
Wasikowski,42,RSS,13.2,0.643723604600396
Wasikowski,43,neg.SD,3.2,0.308531742102058
Wasikowski,43,RSS,13.2,0.643723604600396
Wasikowski,44,neg.SD,3.2,0.308531742102058
Wasikowski,44,RSS,13.2,0.643723604600396
Wasikowski,45,neg.SD,5.2,0.386421028308882
Wasikowski,45,RSS,13.2,0.643723604600396
Wasikowski,46,neg.SD,7.2,0.455761955007832
Wasikowski,46,RSS,13.2,0.643723604600396
Wasikowski,47,neg.SD,3.2,0.308531742102058
Wasikowski,47,RSS,13.2,0.643723604600396
Wasikowski,48,neg.SD,3.2,0.308531742102058
Wasikowski,48,RSS,13.2,0.643723604600396
Wasikowski,49,neg.SD,5.2,0.377872668801008
Wasikowski,49,RSS,13.2,0.643723604600396
Wasikowski,50,neg.SD,3.2,0.308531742102058
Wasikowski,50,RSS,13.2,0.643723604600396
Wasikowski,51,neg.SD,7.2,0.508531742102058
Wasikowski,51,RSS,13.2,0.643723604600396
Wasikowski,52,neg.SD,3.2,0.308531742102058
Wasikowski,52,RSS,13.2,0.643723604600396
Wasikowski,53,neg.SD,3.2,0.308531742102058
Wasikowski,53,RSS,13.2,0.643723604600396
Wasikowski,54,neg.SD,3.2,0.308531742102058
Wasikowski,54,RSS,13.2,0.643723604600396
Wasikowski,55,neg.SD,5.2,0.449953098339368
Wasikowski,55,RSS,13.2,0.643723604600396
Wasikowski,56,neg.SD,3.2,0.308531742102058
Wasikowski,56,RSS,13.2,0.643723604600396
Wasikowski,57,neg.SD,3.2,0.308531742102058
Wasikowski,57,RSS,13.2,0.643723604600396
Wasikowski,58,neg.SD,7.2,0.527842384546191
Wasikowski,58,RSS,13.2,0.643723604600396
Wasikowski,59,neg.SD,5.2,0.449953098339368
Wasikowski,59,RSS,13.2,0.643723604600396
Wasikowski,60,neg.SD,7.2,0.527842384546191
Wasikowski,60,RSS,13.2,0.643723604600396
Wasikowski,61,neg.SD,5.2,0.449953098339368
Wasikowski,61,RSS,13.2,0.643723604600396
Wasikowski,62,neg.SD,5.2,0.449953098339368
Wasikowski,62,RSS,13.2,0.643723604600396
Wasikowski,63,neg.SD,5.2,0.386421028308882
Wasikowski,63,RSS,13.2,0.643723604600396
Wasikowski,64,neg.SD,3.2,0.308531742102058
Wasikowski,64,RSS,13.2,0.643723604600396
Wasikowski,65,neg.SD,9.2,0.553480716380376
Wasikowski,65,RSS,13.2,0.643723604600396
Wasikowski,66,neg.SD,11.2,0.591374454576677
Wasikowski,66,RSS,13.2,0.643723604600396
Wasikowski,67,neg.SD,3.2,0.308531742102058
Wasikowski,67,RSS,13.2,0.643723604600396
Wasikowski,68,neg.SD,3.2,0.308531742102058
Wasikowski,68,RSS,13.2,0.643723604600396
Wasikowski,69,neg.SD,5.2,0.449953098339368
Wasikowski,69,RSS,13.2,0.643723604600396
Wasikowski,70,neg.SD,5.2,0.449953098339368
Wasikowski,70,RSS,13.2,0.643723604600396
Wasikowski,71,neg.SD,3.2,0.308531742102058
Wasikowski,71,RSS,13.2,0.643723604600396
Wasikowski,72,neg.SD,3.2,0.308531742102058
Wasikowski,72,RSS,13.2,0.643723604600396
Wasikowski,73,neg.SD,5.2,0.449953098339368
Wasikowski,73,RSS,13.2,0.643723604600396
Wasikowski,74,neg.SD,9.2,0.669263740783501
Wasikowski,74,RSS,13.2,0.643723604600396
Wasikowski,75,neg.SD,7.2,0.591374454576677
Wasikowski,75,RSS,13.2,0.643723604600396
Wasikowski,76,neg.SD,3.2,0.308531742102058
Wasikowski,76,RSS,13.2,0.643723604600396
Wasikowski,77,neg.SD,5.2,0.449953098339368
Wasikowski,77,RSS,13.2,0.643723604600396
Wasikowski,78,neg.SD,3.2,0.308531742102058
Wasikowski,78,RSS,13.2,0.643723604600396
Wasikowski,79,neg.SD,5.2,0.449953098339368
Wasikowski,79,RSS,13.2,0.643723604600396
Wasikowski,80,neg.SD,7.2,0.591374454576677
Wasikowski,80,RSS,13.2,0.643723604600396
Wasikowski,81,neg.SD,5.2,0.449953098339368
Wasikowski,81,RSS,13.2,0.643723604600396
Wasikowski,82,neg.SD,5.2,0.449953098339368
Wasikowski,82,RSS,13.2,0.643723604600396
Wasikowski,83,neg.SD,5.2,0.449953098339368
Wasikowski,83,RSS,13.2,0.643723604600396
Wasikowski,84,neg.SD,5.2,0.377872668801008
Wasikowski,84,RSS,13.2,0.643723604600396
Wasikowski,85,neg.SD,5.2,0.449953098339368
Wasikowski,85,RSS,13.2,0.643723604600396
Wasikowski,86,neg.SD,7.2,0.591374454576677
Wasikowski,86,RSS,13.2,0.643723604600396
Wasikowski,87,neg.SD,3.2,0.308531742102058
Wasikowski,87,RSS,13.2,0.643723604600396
Wasikowski,88,neg.SD,3.2,0.308531742102058
Wasikowski,88,RSS,13.2,0.643723604600396
Wasikowski,89,neg.SD,3.2,0.308531742102058
Wasikowski,89,RSS,13.2,0.643723604600396
Wasikowski,90,neg.SD,3.2,0.308531742102058
Wasikowski,90,RSS,13.2,0.643723604600396
Wasikowski,91,neg.SD,5.2,0.449953098339368
Wasikowski,91,RSS,13.2,0.643723604600396
Wasikowski,92,neg.SD,5.2,0.377872668801008
Wasikowski,92,RSS,13.2,0.643723604600396
Wasikowski,93,neg.SD,3.2,0.308531742102058
Wasikowski,93,RSS,13.2,0.643723604600396
Wasikowski,94,neg.SD,5.2,0.449953098339368
Wasikowski,94,RSS,13.2,0.643723604600396
Wasikowski,95,neg.SD,5.2,0.449953098339368
Wasikowski,95,RSS,13.2,0.643723604600396
Wasikowski,96,neg.SD,3.2,0.308531742102058
Wasikowski,96,RSS,13.2,0.643723604600396
Wasikowski,97,neg.SD,5.2,0.449953098339368
Wasikowski,97,RSS,13.2,0.643723604600396
Wasikowski,98,neg.SD,7.2,0.527842384546191
Wasikowski,98,RSS,13.2,0.643723604600396
Wasikowski,99,neg.SD,3.2,0.308531742102058
Wasikowski,99,RSS,13.2,0.643723604600396
Wasikowski,100,neg.SD,3.2,0.308531742102058
Wasikowski,100,RSS,13.2,0.643723604600396
